assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_001631935.1;PRJNA311929;SAMN04490776;LVHV00000000.1;;na;;1801630;1801630;Synechococcus sp. MIT S9509;strain=MIT S9509;;latest;Scaffold;Major;Full;2016/04/25;ASM163193v1;MIT;GCF_001631935.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/631/935/GCA_001631935.1_ASM163193v1;GCA_001631935.1_ASM163193v1;99.18;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_001631935.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001631935.1_ASM163193v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001631935.1_ASM163193v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001631935.1_ASM163193v1_genomic_prodigal_genes.fna;3.087928;0.5542418735151856;Pseudosynechococcus;sp.;MIT S9509;no
GCA_002171995.1;PRJNA385857;SAMN06972041;NHIK00000000.1;derived from metagenome;na;;1986595;1986595;Synechococcus sp. TMED187;;TMED187;latest;Contig;Major;Full;2017/06/05;ASM217199v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/171/995/GCA_002171995.1_ASM217199v1;GCA_002171995.1_ASM217199v1;60.31;;0.87;/home/vini/data/prosyn/./genbank/bacteria/GCA_002171995.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002171995.1_ASM217199v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002171995.1_ASM217199v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002171995.1_ASM217199v1_genomic_prodigal_genes.fna;1.839991;0.5957692184363945;Pseudosynechococcus;sp.;TMED187;no
GCA_002172935.1;PRJNA385857;SAMN06971944;NHER00000000.1;derived from metagenome;na;;1986600;1986600;Synechococcus sp. TMED90;;TMED90;latest;Contig;Major;Full;2017/06/05;ASM217293v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/172/935/GCA_002172935.1_ASM217293v1;GCA_002172935.1_ASM217293v1;78.26;;2.45;/home/vini/data/prosyn/./genbank/bacteria/GCA_002172935.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002172935.1_ASM217293v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002172935.1_ASM217293v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002172935.1_ASM217293v1_genomic_prodigal_genes.fna;1.781048;0.594380948744784;Pseudosynechococcus;sp.;TMED90;no
GCA_002685515.1;PRJNA391943;SAMN07620136;NYXI00000000.1;derived from metagenome;na;;2024879;2024879;Synechococcus sp. CPC100;;CPC100;latest;Contig;Major;Full;2017/10/24;ASM268551v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/515/GCA_002685515.1_ASM268551v1;GCA_002685515.1_ASM268551v1;56.57;;1.9;/home/vini/data/prosyn/./genbank/bacteria/GCA_002685515.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002685515.1_ASM268551v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002685515.1_ASM268551v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002685515.1_ASM268551v1_genomic_prodigal_genes.fna;1.142703;0.5681948852851528;Pseudosynechococcus;sp.;CPC100;no
GCA_002693285.1;PRJNA391943;SAMN07620138;NZPI00000000.1;derived from metagenome;na;;2024881;2024881;Synechococcus sp. EAC657;;EAC657;latest;Contig;Major;Full;2017/10/24;ASM269328v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/285/GCA_002693285.1_ASM269328v1;GCA_002693285.1_ASM269328v1;84.87;;5.84;/home/vini/data/prosyn/./genbank/bacteria/GCA_002693285.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002693285.1_ASM269328v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002693285.1_ASM269328v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002693285.1_ASM269328v1_genomic_prodigal_genes.fna;2.189188;0.5798305125005253;Pseudosynechococcus;sp.;EAC657;no
GCA_002698505.1;PRJNA391943;SAMN07620141;NZXF00000000.1;derived from metagenome;na;;2024884;2024884;Synechococcus sp. NAT40;;NAT40;latest;Contig;Major;Full;2017/10/24;ASM269850v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/505/GCA_002698505.1_ASM269850v1;GCA_002698505.1_ASM269850v1;91.98;;3.94;/home/vini/data/prosyn/./genbank/bacteria/GCA_002698505.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002698505.1_ASM269850v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002698505.1_ASM269850v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002698505.1_ASM269850v1_genomic_prodigal_genes.fna;2.213321;0.5866523653821565;Pseudosynechococcus;sp.;NAT40;no
GCA_002729835.1;PRJNA391943;SAMN07620142;PBYZ00000000.1;derived from metagenome;na;;2024885;2024885;Synechococcus sp. NP17;;NP17;latest;Contig;Major;Full;2017/10/26;ASM272983v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/729/835/GCA_002729835.1_ASM272983v1;GCA_002729835.1_ASM272983v1;90.52;;1.49;/home/vini/data/prosyn/./genbank/bacteria/GCA_002729835.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002729835.1_ASM272983v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002729835.1_ASM272983v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002729835.1_ASM272983v1_genomic_prodigal_genes.fna;2.2321020000000003;0.5027691386863146;Pseudosynechococcus;sp.;NP17;no
GCA_004332415.1;PRJNA419515;SAMN08057241;PHQT00000000.1;;na;;2055943;2055943;Synechococcus sp. BS55D;strain=BS55D;;latest;Contig;Major;Full;2019/03/07;ASM433241v1;National Research Council (CNR);GCF_004332415.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/415/GCA_004332415.1_ASM433241v1;GCA_004332415.1_ASM433241v1;99.18;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_004332415.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_004332415.1_ASM433241v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_004332415.1_ASM433241v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_004332415.1_ASM433241v1_genomic_prodigal_genes.fna;2.235215;0.6161331236592453;Pseudosynechococcus;sp.;BS55D;no
GCA_004332405.1;PRJNA419515;SAMN08057242;PHQU00000000.1;;na;;2055944;2055944;Synechococcus sp. BS56D;strain=BS56D;;latest;Contig;Major;Full;2019/03/07;ASM433240v1;National Research Council (CNR);GCF_004332405.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/405/GCA_004332405.1_ASM433240v1;GCA_004332405.1_ASM433240v1;99.46;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_004332405.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_004332405.1_ASM433240v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_004332405.1_ASM433240v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_004332405.1_ASM433240v1_genomic_prodigal_genes.fna;2.303823;0.6122766375715496;Pseudosynechococcus;sp.;BS56D;no
GCA_003209005.1;PRJNA445865;SAMN08886605;QCTI00000000.1;derived from single cell;na;;2161927;2161927;Synechococcus sp. AG-673-D02;;AG-673-D02;latest;Contig;Major;Full;2018/06/12;ASM320900v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/005/GCA_003209005.1_ASM320900v1;GCA_003209005.1_ASM320900v1;86.21;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209005.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209005.1_ASM320900v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209005.1_ASM320900v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209005.1_ASM320900v1_genomic_prodigal_genes.fna;2.2017990000000003;0.5584551541716569;Pseudosynechococcus;sp.;AG-673-D02;no
GCA_003209155.1;PRJNA445865;SAMN08886585;QCSO00000000.1;derived from single cell;na;;2161943;2161943;Synechococcus sp. AG-670-F22;;AG-670-F22;latest;Contig;Major;Full;2018/06/12;ASM320915v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/155/GCA_003209155.1_ASM320915v1;GCA_003209155.1_ASM320915v1;73.1;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209155.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209155.1_ASM320915v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209155.1_ASM320915v1_genomic_prodigal_genes.fna;1.971543;0.5635651872670289;Pseudosynechococcus;sp.;AG-670-F22;no
GCA_003211275.1;PRJNA445865;SAMN08886601;QCTE00000000.1;derived from single cell;na;;2161945;2161945;Synechococcus sp. AG-673-A03;;AG-673-A03;latest;Contig;Major;Full;2018/06/12;ASM321127v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/275/GCA_003211275.1_ASM321127v1;GCA_003211275.1_ASM321127v1;69.77;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211275.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211275.1_ASM321127v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211275.1_ASM321127v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211275.1_ASM321127v1_genomic_prodigal_genes.fna;1.867264;0.5605099225390732;Pseudosynechococcus;sp.;AG-673-A03;no
GCA_003211205.1;PRJNA445865;SAMN08886606;QCTJ00000000.1;derived from single cell;na;;2161948;2161948;Synechococcus sp. AG-673-F03;;AG-673-F03;latest;Contig;Major;Full;2018/06/12;ASM321120v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/205/GCA_003211205.1_ASM321120v1;GCA_003211205.1_ASM321120v1;77.9;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211205.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211205.1_ASM321120v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211205.1_ASM321120v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211205.1_ASM321120v1_genomic_prodigal_genes.fna;2.00449;0.5594495357921466;Pseudosynechococcus;sp.;AG-673-F03;no
GCA_003210995.1;PRJNA445865;SAMN08886618;QCTV00000000.1;derived from single cell;na;;2161950;2161950;Synechococcus sp. AG-676-C06;;AG-676-C06;latest;Contig;Major;Full;2018/06/12;ASM321099v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/995/GCA_003210995.1_ASM321099v1;GCA_003210995.1_ASM321099v1;66.44;;0.95;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210995.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210995.1_ASM321099v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210995.1_ASM321099v1_genomic_prodigal_genes.fna;2.0447610000000003;0.5586261670679361;Pseudosynechococcus;sp.;AG-676-C06;no
GCA_003210935.1;PRJNA445865;SAMN08886620;QCTX00000000.1;derived from single cell;na;;2161951;2161951;Synechococcus sp. AG-676-E23;;AG-676-E23;latest;Contig;Major;Full;2018/06/12;ASM321093v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/935/GCA_003210935.1_ASM321093v1;GCA_003210935.1_ASM321093v1;67.53;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210935.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210935.1_ASM321093v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210935.1_ASM321093v1_genomic_prodigal_genes.fna;1.604488;0.5639911298806847;Pseudosynechococcus;sp.;AG-676-E23;no
GCA_003210555.1;PRJNA445865;SAMN08886648;QCUZ00000000.1;derived from single cell;na;;2161956;2161956;Synechococcus sp. AG-683-A03;;AG-683-A03;latest;Contig;Major;Full;2018/06/12;ASM321055v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/555/GCA_003210555.1_ASM321055v1;GCA_003210555.1_ASM321055v1;52.04;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210555.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210555.1_ASM321055v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210555.1_ASM321055v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210555.1_ASM321055v1_genomic_prodigal_genes.fna;1.541395;0.5269661572796072;Pseudosynechococcus;sp.;AG-683-A03;no
GCA_003208775.1;PRJNA445865;SAMN08886659;QCVK00000000.1;derived from single cell;na;;2161960;2161960;Synechococcus sp. AG-686-A03;;AG-686-A03;latest;Contig;Major;Full;2018/06/12;ASM320877v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/775/GCA_003208775.1_ASM320877v1;GCA_003208775.1_ASM320877v1;58.84;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208775.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208775.1_ASM320877v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208775.1_ASM320877v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208775.1_ASM320877v1_genomic_prodigal_genes.fna;1.55836;0.5291299828024333;Pseudosynechococcus;sp.;AG-686-A03;no
GCA_003211015.1;PRJNA445865;SAMN08886617;QCTU00000000.1;derived from single cell;na;;2161963;2161963;Synechococcus sp. AG-676-A21;;AG-676-A21;latest;Contig;Major;Full;2018/06/12;ASM321101v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/015/GCA_003211015.1_ASM321101v1;GCA_003211015.1_ASM321101v1;78.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211015.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211015.1_ASM321101v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211015.1_ASM321101v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211015.1_ASM321101v1_genomic_prodigal_genes.fna;1.887431;0.5640375727642494;Pseudosynechococcus;sp.;AG-676-A21;no
GCA_003210815.1;PRJNA445865;SAMN08886630;QCUH00000000.1;derived from single cell;na;;2161964;2161964;Synechococcus sp. AG-679-A02;;AG-679-A02;latest;Contig;Major;Full;2018/06/12;ASM321081v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/815/GCA_003210815.1_ASM321081v1;GCA_003210815.1_ASM321081v1;62.76;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210815.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210815.1_ASM321081v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210815.1_ASM321081v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210815.1_ASM321081v1_genomic_prodigal_genes.fna;1.747571;0.5541422923589371;Pseudosynechococcus;sp.;AG-679-A02;no
GCA_003210775.1;PRJNA445865;SAMN08886631;QCUI00000000.1;derived from single cell;na;;2161965;2161965;Synechococcus sp. AG-679-A04;;AG-679-A04;latest;Contig;Major;Full;2018/06/12;ASM321077v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/775/GCA_003210775.1_ASM321077v1;GCA_003210775.1_ASM321077v1;71.2;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210775.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210775.1_ASM321077v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210775.1_ASM321077v1_genomic_prodigal_genes.fna;2.278993;0.5461706113182445;Pseudosynechococcus;sp.;AG-679-A04;no
GCA_003210755.1;PRJNA445865;SAMN08886634;QCUL00000000.1;derived from single cell;na;;2161967;2161967;Synechococcus sp. AG-679-C18;;AG-679-C18;latest;Contig;Major;Full;2018/06/12;ASM321075v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/755/GCA_003210755.1_ASM321075v1;GCA_003210755.1_ASM321075v1;87.57;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210755.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210755.1_ASM321075v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210755.1_ASM321075v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210755.1_ASM321075v1_genomic_prodigal_genes.fna;2.626211;0.4933940951431549;Pseudosynechococcus;sp.;AG-679-C18;no
GCA_003210705.1;PRJNA445865;SAMN08886636;QCUN00000000.1;derived from single cell;na;;2161968;2161968;Synechococcus sp. AG-679-E23;;AG-679-E23;latest;Contig;Major;Full;2018/06/12;ASM321070v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/705/GCA_003210705.1_ASM321070v1;GCA_003210705.1_ASM321070v1;72.55;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210705.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210705.1_ASM321070v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210705.1_ASM321070v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210705.1_ASM321070v1_genomic_prodigal_genes.fna;1.99306;0.5614572566806819;Pseudosynechococcus;sp.;AG-679-E23;no
GCA_003210475.1;PRJNA445865;SAMN08886654;QCVF00000000.1;derived from single cell;na;;2161971;2161971;Synechococcus sp. AG-683-G11;;AG-683-G11;latest;Contig;Major;Full;2018/06/12;ASM321047v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/475/GCA_003210475.1_ASM321047v1;GCA_003210475.1_ASM321047v1;53.99;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210475.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210475.1_ASM321047v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210475.1_ASM321047v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210475.1_ASM321047v1_genomic_prodigal_genes.fna;1.287575;0.5561260509096557;Pseudosynechococcus;sp.;AG-683-G11;no
GCA_003210315.1;PRJNA445865;SAMN08886665;QCVQ00000000.1;derived from single cell;na;;2161976;2161976;Synechococcus sp. AG-686-F08;;AG-686-F08;latest;Contig;Major;Full;2018/06/12;ASM321031v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/315/GCA_003210315.1_ASM321031v1;GCA_003210315.1_ASM321031v1;60.01;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210315.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210315.1_ASM321031v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210315.1_ASM321031v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210315.1_ASM321031v1_genomic_prodigal_genes.fna;1.57877;0.5220735129246186;Pseudosynechococcus;sp.;AG-686-F08;no
GCA_003331785.1;PRJNA352798;SAMN08905478;QOPS00000000.1;derived from metagenome;na;;2267259;2267259;Synechococcus sp. MED-G68;;MED-G68;latest;Contig;Major;Full;2018/07/20;ASM333178v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/785/GCA_003331785.1_ASM333178v1;GCA_003331785.1_ASM333178v1;90.76;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_003331785.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003331785.1_ASM333178v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003331785.1_ASM333178v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003331785.1_ASM333178v1_genomic_prodigal_genes.fna;1.898481;0.5455435161057709;Pseudosynechococcus;sp.;MED-G68;no
GCA_004213055.1;PRJNA352798;SAMN10841306;SHBU00000000.1;derived from metagenome;na;;2518988;2518988;Synechococcus sp. MED-G135;;MED-G135;latest;Contig;Major;Full;2019/02/19;ASM421305v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/213/055/GCA_004213055.1_ASM421305v1;GCA_004213055.1_ASM421305v1;90.9;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_004213055.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_004213055.1_ASM421305v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_004213055.1_ASM421305v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_004213055.1_ASM421305v1_genomic_prodigal_genes.fna;1.984542;0.5919658036967723;Pseudosynechococcus;sp.;MED-G135;no
GCA_900473965.1;PRJEB26976;SAMEA4707921;UCNJ00000000.1;;na;;2575510;2575510;Synechococcus sp. UW179A;;UW179A;latest;Contig;Major;Full;2018/08/01;UW179A;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900473965.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/965/GCA_900473965.1_UW179A;GCA_900473965.1_UW179A;100.0;;0.41;/home/vini/data/prosyn/./genbank/bacteria/GCA_900473965.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900473965.1_UW179A_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900473965.1_UW179A_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900473965.1_UW179A_genomic_prodigal_genes.fna;3.057835;0.5450016106166617;Pseudosynechococcus;sp.;UW179A;no
GCA_900473955.1;PRJEB26976;SAMEA4707920;UCNL00000000.1;;na;;2575511;2575511;Synechococcus sp. GEYO;;GEYO;latest;Contig;Major;Full;2018/07/31;GEYO;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900473955.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/955/GCA_900473955.1_GEYO;GCA_900473955.1_GEYO;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900473955.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900473955.1_GEYO_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900473955.1_GEYO_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900473955.1_GEYO_genomic_prodigal_genes.fna;2.343605;0.565058958314221;Pseudosynechococcus;sp.;GEYO;no
GCA_900474245.1;PRJEB26976;SAMEA4707919;UCNZ00000000.1;;na;;2575516;2575516;Synechococcus sp. UW179B;;UW179B;latest;Contig;Major;Full;2018/07/31;UW179B;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900474245.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/245/GCA_900474245.1_UW179B;GCA_900474245.1_UW179B;99.18;;0.72;/home/vini/data/prosyn/./genbank/bacteria/GCA_900474245.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900474245.1_UW179B_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900474245.1_UW179B_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900474245.1_UW179B_genomic_prodigal_genes.fna;2.5318;0.5439390947152224;Pseudosynechococcus;sudipacificus;UW179B;no
GCA_001182765.1;PRJEB8389;SAMEA3233744;;;na;;29410;29410;Synechococcus sp. WH 8103;;WH 8103;latest;Complete Genome;Major;Full;2015/07/10;WH8103.1;STATION BIOLOGIQUE DE ROSCOFF (CNRS - UPMC) - UMR7144 - MAPP TEAM;GCF_001182765.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/765/GCA_001182765.1_WH8103.1;GCA_001182765.1_WH8103.1;99.73;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_001182765.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001182765.1_WH8103.1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001182765.1_WH8103.1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001182765.1_WH8103.1_genomic_prodigal_genes.fna;2.429688;0.5947368551023835;Parasynechococcus;marenigrum;WH 8103;no
GCA_000195975.1;PRJNA230;SAMEA3138327;;;na;;84588;84588;Synechococcus sp. WH 8102;strain=WH 8102;;latest;Complete Genome;Major;Full;2003/08/18;ASM19597v1;DOE Joint Genome Institute;GCF_000195975.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/975/GCA_000195975.1_ASM19597v1;GCA_000195975.1_ASM19597v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000195975.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000195975.1_ASM19597v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000195975.1_ASM19597v1_genomic_prodigal_genes.fna;2.434428;0.5941260123527989;Parasynechococcus;marenigrum;WH 8102;yes
